wals_code,iso_code,glottocode,name,latitude,longitude,genus,family,macroarea,countrycodes,3A  Consonant-Vowel Ratio,13A Tone,26A Prefixing vs. Suffixing in Inflectional Morphology,30A Number of Genders,31A Sex-based and Non-sex-based Gender Systems,33A Coding of Nominal Plurality,45A Politeness Distinctions in Pronouns,49A Number of Cases,51A Position of Case Affixes,53A Ordinal Numerals,57A Position of Pronominal Possessive Affixes,67A The Future Tense,68A The Perfect,"81A Order of Subject, Object and Verb",92A Position of Polar Question Particles
ngm,sba,ngam1268,Ngambay,8.666666667,16,Bongo-Bagirmi,Central Sudanic,Africa,TD CM,,,3 Weakly suffixing,,,2 Plural suffix,,,1 Case suffixes,,2 Possessive suffixes,1 Inflectional future exists,4 No perfect,2 SVO,2 Final
ngn,nid,ngan1295,Ngandi,-13.83333333,135,Ngandi,Gunwinyguan,Australia,AU,,,4 Equal prefixing and suffixing,,,1 Plural prefix,,,1 Case suffixes,,2 Possessive suffixes,,,,1 Initial
ngo,ngo,ngon1269,Ngoni,-11,36,Bantoid,Niger-Congo,Africa,MZ TZ,,,6 Strong prefixing,,,1 Plural prefix,,,,,4 No possessive affixes,,,2 SVO,6 No question particle
ngr,nay,narr1259,Ngarinyeri,-36,140,Southeastern Pama-Nyungan,Pama-Nyungan,Australia,AU,,,,,,,,,,,,,,,
ngt,nmf,tang1336,Naga (Tangkhul),25,94.5,Kuki-Chin,Sino-Tibetan,Eurasia,IN,,,2 Strongly suffixing,,,8 Plural clitic,,,1 Case suffixes,,,,,1 SOV,6 No question particle
ngu,llp,nort2836,Nguna,-16.91666667,168.5,Oceanic,Austronesian,Papunesia,VU,,,,,,,,,,,,,,2 SVO,
ngw,nxn,ngaw1240,Ngawun,-19,141.5,Northern Pama-Nyungan,Pama-Nyungan,Australia,AU,,,2 Strongly suffixing,,,,,,1 Case suffixes,,,,,2 SVO,
ngy,nbj,ngar1235,Ngarinyman,-16.5,130.5,Western Pama-Nyungan,Pama-Nyungan,Australia,AU,,,,,,,,,,,,,,,
ngz,ngi,ngiz1242,Ngizim,12.08333333,10.91666667,West Chadic,Afro-Asiatic,Africa,NG,5 High,2 Simple tone system,2 Strongly suffixing,,,2 Plural suffix,,,9 No case affixes or adpositional clitics,,2 Possessive suffixes,,,2 SVO,6 No question particle
nha,,nhan1238,Nhanda,-27,114.1666667,Western Pama-Nyungan,Pama-Nyungan,Australia,AU,,,2 Strongly suffixing,,,2 Plural suffix,,,1 Case suffixes,,2 Possessive suffixes,,,7 No dominant order,6 No question particle
nhc,nhn,cent2132,Nahuatl (Central),19,-98.25,Aztecan,Uto-Aztecan,North America,MX,,,,,,,,,,,,,,,
nhh,nhe,huas1257,Nahuatl (Huasteca),22,-99,Aztecan,Uto-Aztecan,North America,MX,,,4 Equal prefixing and suffixing,,,2 Plural suffix,2 Binary politeness distinction,,,,1 Possessive prefixes,,,3 VSO,
nhm,ncl,mich1245,Nahuatl (Michoacán),18.5,-103,Aztecan,Uto-Aztecan,North America,MX,,,5 Weakly prefixing,,,6 Mixed morphological plural,,,,,1 Possessive prefixes,,,2 SVO,
nhn,ncj,nort2957,Nahuatl (North Puebla),20,-98.25,Aztecan,Uto-Aztecan,North America,MX,3 Average,1 No tones,,,,2 Plural suffix,2 Binary politeness distinction,,,,1 Possessive prefixes,,,2 SVO,
nhp,,poch1244,Nahuatl (Pochutla),15.75,-96.5,Aztecan,Uto-Aztecan,North America,MX,,,,,,,,,,,,,,,
nht,nhg,tete1251,Nahuatl (Tetelcingo),19.66666667,-99,Aztecan,Uto-Aztecan,North America,MX,3 Average,1 No tones,4 Equal prefixing and suffixing,1 None,1 No gender,2 Plural suffix,3 Multiple politeness distinctions,1 No morphological case-marking,9 No case affixes or adpositional clitics,,1 Possessive prefixes,,,2 SVO,6 No question particle
nhu,,,Nahuatl (Huauchinango),20.16666667,-98.08333333,Aztecan,Uto-Aztecan,,MX,,,,,,,,,,,,,,,
nhx,ngu,guer1241,Nahuatl (Xalitla),18,-99.5,Aztecan,Uto-Aztecan,North America,MX,,,,,,,,,,,,,,,
nia,nia,nias1242,Nias,1,97.75,Northwest Sumatra-Barrier Islands,Austronesian,Papunesia,ID,,,6 Strong prefixing,,,1 Plural prefix,,,2 Case prefixes,,2 Possessive suffixes,,,4 VOS,1 Initial
nic,ncb,cent1990,Nicobarese,7,93.83333333,Nicobarese,Austro-Asiatic,Eurasia,IN,,,,,,,,,,,,,,,
nif,num,niua1240,Niuafo'ou,-15.56666667,-175.6166667,Oceanic,Austronesian,Papunesia,TO,,,,,,7 Plural word,,,,,,,,3 VSO,6 No question particle
nih,jsl,japa1238,Nihon Shuwa (Japanese Sign Language),36,139,Sign Languages,other,Eurasia,JP,,,,,,,,,,,,,,,
nim,nir,nucl1633,Nimboran,-2.5,140.1666667,Nimboran,Nimboran,Papunesia,ID,1 Low,,,,,,,,,,,1 Inflectional future exists,4 No perfect,,
nin,niz,ning1273,Ningil,-3.5,142.25,Wapei-Palei,Torricelli,Papunesia,PG,,,,,,,,,,,,,,,
nis,dap,nisi1239,Nyishi,27.5,93.5,Tani,Sino-Tibetan,Eurasia,IN,2 Moderately low,2 Simple tone system,2 Strongly suffixing,,,7 Plural word,,,1 Case suffixes,,4 No possessive affixes,,,,
nit,noo,noot1239,Nitinaht,48.66666667,-124.75,Southern Wakashan,Wakashan,North America,CA,,,,,,,,,,,,,,,
niu,niu,niue1239,Niuean,-19.05,-170.1166667,Oceanic,Austronesian,Papunesia,NZ,,,1 Little affixation,,,7 Plural word,,,9 No case affixes or adpositional clitics,,4 No possessive affixes,,,3 VSO,4 Other position
niv,niv,gily1242,Nivkh,53.33333333,142,Nivkh,Nivkh,Eurasia,RU,4 Moderately high,2 Simple tone system,3 Weakly suffixing,1 None,1 No gender,2 Plural suffix,,7 8-9 cases,1 Case suffixes,"3 First, two, three",1 Possessive prefixes,1 Inflectional future exists,4 No perfect,1 SOV,2 Final
nju,nys,nyun1247,Nyungar,-33.75,122,Western Pama-Nyungan,Pama-Nyungan,Australia,AU,,,,,,,,,,,,,,,
nkb,ngk,ngal1292,Ngalkbun,-13.5,134.8333333,Gunwinygic,Gunwinyguan,Australia,AU,,,3 Weakly suffixing,,,2 Plural suffix,,,1 Case suffixes,,,,,1 SOV,1 Initial
nke,isi,nkem1242,Nkem,6.583333333,8.583333333,Bantoid,Niger-Congo,Africa,NG,,,,,,1 Plural prefix,,,,,4 No possessive affixes,,,2 SVO,2 Final
nkk,nck,naka1260,Nakkara,-12.11666667,134.4166667,Nakkara,Mangrida,Australia,AU,,,,,,,,,,,1 Possessive prefixes,,,,
nkn,nko,nkon1245,Nkonya,7.166666667,0.25,Kwa,Niger-Congo,Africa,GH,,,6 Strong prefixing,,,1 Plural prefix,,,,,,,,2 SVO,2 Final
nko,cgg,chig1238,Nkore-Kiga,-0.9166666667,29.83333333,Bantoid,Niger-Congo,Africa,UG,3 Average,2 Simple tone system,6 Strong prefixing,5 Five or more,3 Non-sex-based,1 Plural prefix,,1 No morphological case-marking,9 No case affixes or adpositional clitics,,,,,2 SVO,2 Final
nkr,nkr,nuku1260,Nukuoro,3.833333333,154.9166667,Oceanic,Austronesian,Papunesia,FM,,,,,,,,,,,,,,,
nkt,cbn,nyah1250,Nyah Kur (Tha Pong),15.66666667,101.6666667,Monic,Austro-Asiatic,Eurasia,TH,3 Average,2 Simple tone system,,,,,,,,,,,,,
nku,kzh,kenu1236,Nubian (Kunuz),23,33,Nubian,Eastern Sudanic,Africa,EG,,,,,,,,,,,,,,1 SOV,
nlr,nlr,ngar1286,Ngarla,-20,119,Western Pama-Nyungan,Pama-Nyungan,Australia,AU,,,,,,,,,,,,,,,
nlu,nrl,ngar1287,Ngarluma,-20.83333333,117.5,Western Pama-Nyungan,Pama-Nyungan,Australia,AU,,,,,,,,,,,,,,,
nly,nly,nyam1271,Nyamal,-21,119,Western Pama-Nyungan,Pama-Nyungan,Australia,AU,,,,,,,,,,,,,,,
nma,nbi,maon1238,Naga (Mao),25.5,94.33333333,Kuki-Chin,Sino-Tibetan,Eurasia,IN,,,,,,6 Mixed morphological plural,,,,,,,,1 SOV,2 Final
nmb,nab,sout2994,Nambikuára (Southern),-14,-59.5,Nambikuaran,Nambikuaran,South America,BR,4 Moderately high,3 Complex tone system,2 Strongly suffixing,,,,,,9 No case affixes or adpositional clitics,,1 Possessive prefixes,,,1 SOV,6 No question particle
nmd,smq,samo1303,Nomad,-6.166666667,142.25,East Strickland,East Strickland,Papunesia,PG,,,,,,,,,,,,,,1 SOV,
nmi,nhx,isth1242,Nahuatl (Mecayapan Isthmus),18.25,-94.83333333,Aztecan,Uto-Aztecan,North America,MX,,,,,,,,,,,,,,,
nmm,nmm,mana1288,Manange,28.58333333,84,Bodic,Sino-Tibetan,Eurasia,NP,,,,,,,,,,,,,,,
nmp,,,Nahuatl (Milpa Alta),19.25,-99.16666667,Aztecan,Uto-Aztecan,,MX,,,,,,,,,,,,,,,
nnc,ncb,cent1990,Nancowry,8.05,93.5,Nicobarese,Austro-Asiatic,Eurasia,IN,2 Moderately low,1 No tones,,,,,,,,,4 No possessive affixes,,,7 No dominant order,1 Initial
nnd,anh,nend1239,Nend,-5,144.9166667,Madang,Trans-New Guinea,Papunesia,PG,,,,,,,,,,,,,,1 SOV,6 No question particle
nne,nen,neng1238,Nengone,-21.5,168,Oceanic,Austronesian,Papunesia,NC,,,,,,,,,,,,,,2 SVO,
nng,nyj,nyan1304,Nyanga,-1.25,28.16666667,Bantoid,Niger-Congo,Africa,CD,,,,,,,,,,,,,,2 SVO,
nnk,nnk,nank1250,Nankina,-5.783333333,146.45,Finisterre-Huon,Trans-New Guinea,Papunesia,PG,,,,,,,,,,,2 Possessive suffixes,,,1 SOV,6 No question particle
nnm,tvl,tuva1244,Nanumea,-5.666666667,176.1166667,Oceanic,Austronesian,Papunesia,TV,,,,,,,,,,,,,,,
nnn,nuv,nort2784,Nuni (Northern),12.16666667,-3,Gur,Niger-Congo,Africa,BF,,,,,,,,,,,,,,,
nnt,nnt,nant1249,Nanticoke,38,-76.25,Algonquian,Algic,North America,US,,,,,,,,,,,,,,,
nob,fia,nobi1240,Nobiin,21,31,Nubian,Eastern Sudanic,Africa,EG SD,3 Average,2 Simple tone system,,,,,,,,"6 First, two-th, three-th",,,,,
noc,njb,noct1238,Nocte,27,95.5,Northern Naga,Sino-Tibetan,Eurasia,IN,,,2 Strongly suffixing,,,2 Plural suffix,,,1 Case suffixes,,,,,1 SOV,6 No question particle
nog,nog,noga1249,Noghay,44,46,Turkic,Altaic,Eurasia,RU,,,2 Strongly suffixing,,,2 Plural suffix,,,1 Case suffixes,"5 First/one-th, two-th, three-th",2 Possessive suffixes,,,1 SOV,
nok,nog,noga1249,Noghay (Karagash),47.5,47.25,Turkic,Altaic,Eurasia,RU,,,,,,,,,,,,,,,
nom,not,noma1263,Nomatsiguenga,-11.66666667,-74.5,Pre-Andine Arawakan,Arawakan,South America,PE,,,,,,,,,,,,,,,
non,nhu,noon1243,Noni,6.416666667,10.58333333,Bantoid,Niger-Congo,Africa,CM,2 Moderately low,3 Complex tone system,4 Equal prefixing and suffixing,,,1 Plural prefix,,,2 Case prefixes,,4 No possessive affixes,,,2 SVO,2 Final
noo,snf,noon1242,Noon,14.83333333,-16.83333333,Northern Atlantic,Niger-Congo,Africa,SN,,,2 Strongly suffixing,,,,1 No politeness distinction,,9 No case affixes or adpositional clitics,,2 Possessive suffixes,,,2 SVO,2 Final
nor,nob,norw1259,Norwegian,61,8,Germanic,Indo-European,Eurasia,NO,2 Moderately low,2 Simple tone system,2 Strongly suffixing,,,2 Plural suffix,2 Binary politeness distinction,,1 Case suffixes,"7 First, second, three-th",4 No possessive affixes,,,2 SVO,6 No question particle
npa,nhp,isth1241,Nahuatl (Pajapan),18.25,-94.75,Aztecan,Uto-Aztecan,North America,MX,,,,,,,,,,,,,,,
nph,npa,narp1239,Nar-Phu,28.66666667,84.25,Bodic,Sino-Tibetan,Eurasia,NP,,,3 Weakly suffixing,,,8 Plural clitic,,,6 Postpositional clitics,,,,,,6 No question particle
npi,pcm,nige1257,Nigerian Pidgin,6.5,3.333333333,Creoles and Pidgins,other,Africa,NG,,,,,,,,,,,,,,,
npn,nag,naga1394,Naga Pidgin,25.66666667,94,Creoles and Pidgins,other,Eurasia,IN,,,,,,,,,,,,,,,
npu,npy,napu1241,Napu,-1.333333333,120.4166667,Celebic,Austronesian,Papunesia,ID,,,,,,,,,,,,,,,
nrg,sen,nane1238,Nanerge,11.75,-5,Gur,Niger-Congo,Africa,BF,,,,,,2 Plural suffix,,,,,4 No possessive affixes,,,,
nrm,nrm,naro1251,Narom,4.416666667,114,North Borneo,Austronesian,Papunesia,MY,,,,,,,,,,,,,,,
nro,nhr,naro1249,Nharo,-22.33333333,20.5,Khoe-Kwadi,Khoe-Kwadi,Africa,NA BW,,,,,,,,,,,,,,,
nse,nse,nsen1242,Nsenga,-14.5,30.83333333,Bantoid,Niger-Congo,Africa,ZM,,,,,,,,,,,,,,2 SVO,
nsg,ncg,nisg1240,Nisgha,55,-130,Tsimshianic,Penutian,North America,CA,,,1 Little affixation,,,9 No plural,,,9 No case affixes or adpositional clitics,,2 Possessive suffixes,,,3 VSO,2 Final
nsk,nsk,nask1242,Naskapi,56,-70,Algonquian,Algic,North America,CA,,,,,,,,,,,,,,,
nsn,nsz,nise1244,Nisenan,39,-121,Maiduan,Penutian,North America,US,,,2 Strongly suffixing,,,,,,1 Case suffixes,,1 Possessive prefixes,,,,
nsy,aii,assy1241,Neo-Aramaic (Assyrian),36,41,Semitic,Afro-Asiatic,Eurasia,SY,,,,,,,,,,,,,,,
nsz,azz,high1278,Nahuatl (Sierra de Zacapoaxtla),19.58333333,-97.33333333,Aztecan,Uto-Aztecan,North America,MX,,,,,,,,,,,,,,,
nte,nsl,norw1255,Norsk Tegnspråk,61,9,Sign Languages,other,Eurasia,NO,,,,,,,,,,,,,,,
nti,niy,ngit1239,Ngiti,1.333333333,30.25,Lendu,Central Sudanic,Africa,CD,4 Moderately high,3 Complex tone system,4 Equal prefixing and suffixing,,,4 Plural tone,1 No politeness distinction,1 No morphological case-marking,9 No case affixes or adpositional clitics,"6 First, two-th, three-th",2 Possessive suffixes,,,7 No dominant order,5 In either of two positions
ntj,ntj,ngaa1240,Ngaanyatjarra,-26,126.5,Western Pama-Nyungan,Pama-Nyungan,Australia,AU,,,,,,,,,1 Case suffixes,,2 Possessive suffixes,,,1 SOV,
ntn,ntm,nate1242,Nateni,10.5,1.166666667,Gur,Niger-Congo,Africa,BJ,,,,,,,,,,,,,,,
nto,nto,ntom1248,Ntomba,-2,18.33333333,Bantoid,Niger-Congo,Africa,CD,,,,,,,,,,,,,,2 SVO,
ntu,yrk,nene1249,Nenets (Tundra),70,76,Samoyedic,Uralic,Eurasia,RU,,,,,,,,,,,,,,,
nua,nni,nuau1240,Nuaulu,-3.25,129.1666667,Central Malayo-Polynesian,Austronesian,Papunesia,ID,,,5 Weakly prefixing,,,2 Plural suffix,,,9 No case affixes or adpositional clitics,,3 Prefixes and suffixes,,,2 SVO,6 No question particle
nub,kcn,nubi1253,Nubi,0.6666666667,32.08333333,Creoles and Pidgins,other,Africa,UG,,,,,,,,,,,,,,,
nue,nus,nuer1246,Nuer,8.333333333,32,Nilotic,Eastern Sudanic,Africa,SD ET,,,2 Strongly suffixing,,,3 Plural stem change,,,4 Case stem change,,2 Possessive suffixes,,,7 No dominant order,
nug,nuy,nung1290,Nunggubuyu,-13.75,135.6666667,Nunggubuyu,Gunwinyguan,Australia,AU,4 Moderately high,1 No tones,4 Equal prefixing and suffixing,5 Five or more,2 Sex-based,1 Plural prefix,1 No politeness distinction,8 10 or more cases,1 Case suffixes,1 None,,,,7 No dominant order,5 In either of two positions
nuk,mbr,nuka1242,Nukak,2.5,-71.5,Cacua-Nukak,Cacua-Nukak,South America,CO,,,,,,,,,,,,,,,
nun,nut,nung1283,Nung (in Vietnam),21.91666667,106.4166667,Kam-Tai,Tai-Kadai,Eurasia,VN,3 Average,3 Complex tone system,1 Little affixation,,,7 Plural word,,,9 No case affixes or adpositional clitics,,4 No possessive affixes,,,2 SVO,2 Final
nup,nup,nupe1254,Nupe,9.166666667,5.416666667,Nupoid,Niger-Congo,Africa,NG,,,1 Little affixation,,,8 Plural clitic,,,9 No case affixes or adpositional clitics,,,,,2 SVO,5 In either of two positions
nus,nuf,nusu1239,Nusu,26.75,99,Burmese-Lolo,Sino-Tibetan,Eurasia,CN,,,,,,,,,,,,,,1 SOV,
nuu,noo,noot1239,Nuuchahnulth,49.66666667,-126.6666667,Southern Wakashan,Wakashan,North America,CA,5 High,1 No tones,,,,,,,,,,,,7 No dominant order,
nvs,niv,gily1242,Nivkh (South Sakhalin),47,142.5,Nivkh,Nivkh,Eurasia,RU,,,,,,,,,,,,,,,
nwd,new,newa1246,Newar (Dolakha),27.33333333,86,Mahakiranti,Sino-Tibetan,Eurasia,NP,,,3 Weakly suffixing,,,8 Plural clitic,,,9 No case affixes or adpositional clitics,,4 No possessive affixes,,,1 SOV,2 Final
nya,nyt,nyaw1247,Nyawaygi,-19,146.1666667,Northern Pama-Nyungan,Pama-Nyungan,Australia,AU,,,,,,,,,1 Case suffixes,,,,,,
nyg,nyp,nyan1313,Nyangi,3.416666667,33.58333333,Kuliak,Eastern Sudanic,Africa,UG,1 Low,2 Simple tone system,,,,,,,,,,,,,
nyh,nih,nyih1240,Nyiha,-10,33,Bantoid,Niger-Congo,Africa,ZM TZ,,,,5 Five or more,3 Non-sex-based,,,,,,,,,,
nyi,nyi,amas1236,Nyimang,12.16666667,29.33333333,Nyimang,Eastern Sudanic,Africa,SD,2 Moderately low,3 Complex tone system,2 Strongly suffixing,,,9 No plural,,,1 Case suffixes,,,,,1 SOV,
nyk,tpq,tukp1239,Nyamkad,32,78.5,Bodic,Sino-Tibetan,Eurasia,IN,,,,,,,,,,,,,,1 SOV,6 No question particle
nyl,yly,nyal1254,Nyelâyu,-20.33333333,164.3333333,Oceanic,Austronesian,Papunesia,NC,,,,,,,,,,,,,,,
nym,nym,nyam1276,Nyamwezi,-5,33,Bantoid,Niger-Congo,Africa,TZ,,,6 Strong prefixing,5 Five or more,3 Non-sex-based,1 Plural prefix,,,,"6 First, two-th, three-th",4 No possessive affixes,,,7 No dominant order,
nyn,nyh,nyig1240,Nyigina,-18,124.3333333,Nyulnyulan,Nyulnyulan,Australia,AU,,,,,,,,,,,,,,7 No dominant order,
nyr,nna,nyan1301,Nyangumarda,-20,121,Western Pama-Nyungan,Pama-Nyungan,Australia,AU,,,,,,,,,,,,,,,
nyu,nyv,nyul1247,Nyulnyul,-17,122.8333333,Nyulnyulan,Nyulnyulan,Australia,AU,,,5 Weakly prefixing,,,,,,8 Inpositional clitics,,1 Possessive prefixes,,,,1 Initial
nza,nzk,nzak1247,Nzakara,5,23,Ubangi,Niger-Congo,Africa,CD CF,,,5 Weakly prefixing,,,1 Plural prefix,,,9 No case affixes or adpositional clitics,,2 Possessive suffixes,,,2 SVO,
nze,nzm,zeme1240,Naga (Zeme),25.16666667,93.5,Kuki-Chin,Sino-Tibetan,Eurasia,IN,,,1 Little affixation,,,7 Plural word,,,9 No case affixes or adpositional clitics,,4 No possessive affixes,,,,2 Final
nzs,nzs,newz1236,New Zealand Sign Language,-43,172,Sign Languages,other,Papunesia,NZ,,,,,,,,,,,,,,,
obg,ogu,ogbr1243,Ogbronuagum,4.75,6.866666667,Cross River,Niger-Congo,Africa,NG,,,6 Strong prefixing,,,1 Plural prefix,,,9 No case affixes or adpositional clitics,,4 No possessive affixes,,,2 SVO,2 Final
obk,afz,obok1239,Obokuitai,-3,138,Lakes Plain,Lakes Plain,Papunesia,ID,,,,,,,,,,,,,,,
obo,ann,obol1243,Obolo,4.583333333,7.833333333,Cross River,Niger-Congo,Africa,NG,,,6 Strong prefixing,,,9 No plural,,,9 No case affixes or adpositional clitics,,4 No possessive affixes,,,2 SVO,1 Initial
oca,oca,ocai1244,Ocaina,-2.75,-71.75,Huitoto,Huitotoan,South America,PE,4 Moderately high,2 Simple tone system,,,,,,,,,,,,,
occ,oci,occi1239,Occitan,44,2,Romance,Indo-European,Eurasia,FR,,,,,,,,,,"7 First, second, three-th",,,,,
ocu,ocu,atzi1235,Ocuilteco,18.91666667,-99.66666667,Matlatzincan,Oto-Manguean,North America,MX,,,6 Strong prefixing,,,1 Plural prefix,,,2 Case prefixes,,1 Possessive prefixes,,,2 SVO,1 Initial
ogb,ogb,ogbi1239,Ogbia,4.666666667,6.25,Cross River,Niger-Congo,Africa,NG,2 Moderately low,2 Simple tone system,,,,,,,,,,,,,
oi,oyb,oyyy1238,Oi,14.83333333,107.1666667,Bahnaric,Austro-Asiatic,Eurasia,LA,,,,,,,,,,,,,,,
oir,xal,kalm1243,Oirat,37.5,93,Mongolic,Altaic,Eurasia,CN MN,,,,,,2 Plural suffix,,,1 Case suffixes,,2 Possessive suffixes,,,1 SOV,
oix,otz,ixte1237,Otomí (Ixtenco),19.08333333,-97.91666667,Otomian,Oto-Manguean,North America,MX,,,,,,,,,,"6 First, two-th, three-th",,,,,
oji,otw,east2542,Ojibwa (Eastern),46,-80,Algonquian,Algic,North America,CA,3 Average,1 No tones,,2 Two,3 Non-sex-based,2 Plural suffix,,,1 Case suffixes,,3 Prefixes and suffixes,,,7 No dominant order,3 Second position
ojm,ciw,chip1241,Ojibwe (Minnesota),47.66666667,-92.5,Algonquian,Algic,North America,US,,,,,,,,,,,,,,,
ojs,ojs,seve1240,Ojibwa (Severn),53,-90,Algonquian,Algic,North America,CA,,,,,,,,,,,,,,,
oka,oka,okan1243,Okanagan,49.5,-118.5,Interior Salish,Salishan,North America,CA US,,,,,,,,,,,,,,,
oko,ort,adiv1239,Oriya (Kotia),18.33333333,83,Indic,Indo-European,Eurasia,IN,,,,,,,,,,,,,,,
oks,opm,oksa1245,Oksapmin,-5.166666667,142.1666667,Oksapmin,Oksapmin,Papunesia,PG,,,,,,2 Plural suffix,,,6 Postpositional clitics,,3 Prefixes and suffixes,,,1 SOV,
oku,oku,okuu1243,Oku,6.25,10.5,Bantoid,Niger-Congo,Africa,CM,,,,,,,,,,,,,,,
olm,nij,ngaj1237,Oloh Mangtangai,-0.8333333333,113,Barito,Austronesian,Papunesia,ID,,,,,,,,,,,,,,,
olo,ong,oloo1241,Olo,-3.416666667,142,Wapei-Palei,Torricelli,Papunesia,PG,,,3 Weakly suffixing,,,2 Plural suffix,,,9 No case affixes or adpositional clitics,,,,,2 SVO,2 Final
olu,plo,olut1240,Olutec,17.95,-95,Mixe-Zoque,Mixe-Zoque,North America,MX,,,,,,,,,,,,,,,
oma,omg,omag1248,Omagua,-4,-73.5,Tupi-Guaraní,Tupian,South America,PE,,,,,,,,,,,,,,,
omh,oma,omah1247,Omaha,42,-97.25,Core Siouan,Siouan,North America,US,,,,,,,,,,,,,,1 SOV,2 Final
omi,aom,omie1241,Ömie,-9.05,148.0833333,Koiarian,Trans-New Guinea,Papunesia,PG,,,2 Strongly suffixing,,,9 No plural,,,1 Case suffixes,,4 No possessive affixes,,,,
ond,one,onei1249,Oneida,43,-75.66666667,Northern Iroquoian,Iroquoian,North America,US,2 Moderately low,2 Simple tone system,5 Weakly prefixing,3 Three,2 Sex-based,6 Mixed morphological plural,1 No politeness distinction,1 No morphological case-marking,1 Case suffixes,,1 Possessive prefixes,1 Inflectional future exists,4 No perfect,7 No dominant order,3 Second position
one,aun,molm1235,One,-3.25,141.9166667,West Wapei,Torricelli,Papunesia,PG,,,,,,2 Plural suffix,,,1 Case suffixes,,,,,2 SVO,
ong,oon,onge1236,Onge,10.75,92.41666667,South Andamanese,South Andamanese,Eurasia,IN,,,3 Weakly suffixing,,,2 Plural suffix,,,1 Case suffixes,,2 Possessive suffixes,,,1 SOV,1 Initial
onn,ono,onon1246,Onondaga,42.75,-76.16666667,Northern Iroquoian,Iroquoian,North America,US,,,,,,,,,,,,,,,
ono,ons,onoo1246,Ono,-6.166666667,147.5833333,Finisterre-Huon,Trans-New Guinea,Papunesia,PG,,,,,,,,,,,,1 Inflectional future exists,4 No perfect,,
ood,ood,toho1245,O'odham,32,-112,Tepiman,Uto-Aztecan,North America,US MX,3 Average,1 No tones,4 Equal prefixing and suffixing,,,1 Plural prefix,,,9 No case affixes or adpositional clitics,,1 Possessive prefixes,2 No inflectional future,3 Other perfect,7 No dominant order,1 Initial
ora,ema,emai1241,Emai,7.083333333,5.916666667,Edoid,Niger-Congo,Africa,NG,,,,,,,,,,,,,,2 SVO,6 No question particle
orb,gax,bora1271,Oromo (Boraana),4.5,38.5,Lowland East Cushitic,Afro-Asiatic,Africa,ET KE,,,,,,,,,,"6 First, two-th, three-th",,,,,
orc,oac,oroc1248,Oroch,50.33333333,137.5,Tungusic,Altaic,Eurasia,RU,,,,,,,,,,,,,,,
ord,mvf,peri1253,Ordos,39,109,Mongolic,Altaic,Eurasia,CN,,,,,,2 Plural suffix,,,1 Case suffixes,,2 Possessive suffixes,,,1 SOV,
ore,ore,orej1242,Orejón,-2.833333333,-72.5,Tucanoan,Tucanoan,South America,PE,,,,,,,,,,,,,,,
orh,hae,east2652,Oromo (Harar),9,42,Lowland East Cushitic,Afro-Asiatic,Africa,ET,4 Moderately high,3 Complex tone system,2 Strongly suffixing,2 Two,2 Sex-based,9 No plural,1 No politeness distinction,6 6-7 cases,1 Case suffixes,"6 First, two-th, three-th",4 No possessive affixes,2 No inflectional future,3 Other perfect,1 SOV,6 No question particle
ori,ras,tega1236,Orig,12.16666667,30.83333333,Rashad,Kordofanian,Africa,SD,,,,,,,,,,,,,,1 SOV,
ork,oaa,orok1265,Orok,49.5,143.5,Tungusic,Altaic,Eurasia,RU,,,2 Strongly suffixing,1 None,1 No gender,2 Plural suffix,,,1 Case suffixes,,2 Possessive suffixes,,,,
orl,oro,orok1267,Orokolo,-7.833333333,145.3333333,Eleman Proper,Eleman,Papunesia,PG,,,,,,,,,,,,,,,
orm,oru,ormu1247,Ormuri,32.5,69.75,Iranian,Indo-European,Eurasia,PK,3 Average,1 No tones,,,,,,,,,,,,,
oro,okv,orok1269,Orokaiva,-8.833333333,148.25,Binanderean,Trans-New Guinea,Papunesia,PG,,,,,,5 Plural complete reduplication,,,9 No case affixes or adpositional clitics,,,,,1 SOV,2 Final
orw,ssn,waat1238,Oromo (Waata),-3.333333333,39.83333333,Lowland East Cushitic,Afro-Asiatic,Africa,KE,,,,,,9 No plural,,,1 Case suffixes,,,,,1 SOV,
ory,ury,orya1242,Orya,-2.75,139.8333333,Orya,Tor-Orya,Papunesia,ID,,,,,,,,,6 Postpositional clitics,,,,,1 SOV,
osa,osa,osag1243,Osage,37,-94,Core Siouan,Siouan,North America,US,,,1 Little affixation,,,7 Plural word,,,9 No case affixes or adpositional clitics,,4 No possessive affixes,,,1 SOV,6 No question particle
osm,otq,quer1236,Otomí (Santiago Mexquititlan),20.08333333,-100.0833333,Otomian,Oto-Manguean,North America,MX,,,,,,,,,,,,,,,
oss,oss,osse1243,Ossetic,43,44,Iranian,Indo-European,Eurasia,GE RU,,,2 Strongly suffixing,,,2 Plural suffix,1 No politeness distinction,,1 Case suffixes,"6 First, two-th, three-th",4 No possessive affixes,,,1 SOV,
otm,ote,mezq1235,Otomí (Mezquital),20.16666667,-99.16666667,Otomian,Oto-Manguean,North America,MX,3 Average,2 Simple tone system,5 Weakly prefixing,1 None,1 No gender,,1 No politeness distinction,,,"4 One-th, two-th, three-th",,,,4 VOS,1 Initial
oto,iow,iowa1245,Oto,40.5,-96,Core Siouan,Siouan,North America,US,,,,,,,,,,,,,,,
